Title,Price,Area,BHK,Bathrooms,Furnished,Balconies,Floor,Ownership,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Is Luxury,Description,Property Image
1BHK Multistorey Apartment for Rent in Arunoday Heritage  at Bhandup West,"26,000",750 12800,1,2,Unfurnished,,13,,North - West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 26,000",2022/02/17/Project-Photo-1-Arunoday-Heritage--Mumbai-5094077_733_549.JPG
1BHK Multistorey Apartment for Rent in Bhandup West,"20,000",710 12800,1,2,Unfurnished,,5,,North - East,Main Road,Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 20,000",
3BHK Multistorey Apartment for Rent in Cuffe Parade,1.7 Lac,1475 12800,3,3,Semi-Furnished,2,10,Freehold,North - East,Garden/Park,Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Cuffe Parade, Mumbai for 1.65 Lac(s)",
3BHK Multistorey Apartment for Rent in Cuffe Parade,1.8 Lac,1800 12800,3,3,Furnished,2,18,Freehold,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Cuffe Parade, Mumbai for 1.75 Lac(s)",
3BHK Multistorey Apartment for Rent in Cuffe Parade,1.6 Lac,1475 12800,3,3,Semi-Furnished,2,10,Freehold,North - East,Garden/Park,Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Cuffe Parade, Mumbai for 1.60 Lac(s)",64583215_8_PropertyImage103-37828839250373_rot.jpg
1BHK Multistorey Apartment for Rent in MAYURESH RESIDENCY at Bhandup West,"30,000",770 12800,1,2,Semi-Furnished,,15,,North - East,Main Road,Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 30,000",Project-Photo-14-MAYURESH-RESIDENCY-Mumbai-5029531_972_1296.JPEG
2BHK Multistorey Apartment for Rent in Samarth Srishti at Bhandup West,"38,000",970 12800,2,2,Semi-Furnished,,10,,North - East,Main Road,Rent,Apartment,Mumbai,2001,F,"2 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 38,000",2021/01/05/Project-Photo-6-Samarth-Srishti-Mumbai-5085928_345_1366.jpg
1BHK Multistorey Apartment for Rent in Altavista at Chembur,"38,000",700 12800,1,1,Semi-Furnished,,9,,East,Main Road,Rent,Apartment,Mumbai,2013,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 38,000",2020/09/25/Project-Photo-7-Alta-Vista-Mumbai-5073192_600_800.jpg
3BHK Multistorey Apartment for Rent in MM Spectra at Chembur,"80,000",1200 12800,3,2,Unfurnished,,10,,North,Main Road,Rent,Apartment,Mumbai,2013,F,"3 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 80,000",Project-Photo-11-MM-Spectra-Mumbai-5038542_480_1366.jpg
1BHK Multistorey Apartment for Rent in Sindhi Society at Chembur,"36,000",600 12800,1,1,Unfurnished,,3,,,,Rent,Apartment,Mumbai,2013,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 36,000",2022/10/31/Project-Photo-9-Sindhi-Society-Mumbai-5001524_768_1024.jpg
2BHK Multistorey Apartment for Rent in Aristo Pearl Residency at Prabhadevi,1.3 Lac,1500 12800,2,2,Semi-Furnished,,10,,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Prabhadevi, Mumbai for 1.30 Lac(s)",2021/12/14/Project-Photo-16-Aristo-Pearl-Residency-Mumbai-5063947_600_400.jpg
3BHK Multistorey Apartment for Rent in Vishwadeep Heights at Mahavir Nagar Kandivali West,"50,000",1180 12800,3,2,Unfurnished,,9,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"3 BHK, Multistorey Apartment is available for Rent in Mahavir Nagar Kandivali West, Mumbai for 50,000",Project-Photo-22-Vishwadeep-Heights-Mumbai-5025832_1296_728.JPEG
2BHK Multistorey Apartment for Rent in Colaba,"90,000",None ,2,2,Semi-Furnished,,2,Freehold,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 90,000",
3BHK Multistorey Apartment for Rent in Wadhwa Dukes Horizon at Chembur,1 Lac,1250 12800,3,3,Unfurnished,,10,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2013,F,"3 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 1.0 Lac(s)",2021/02/05/Project-Photo-4-Dukes-Horizon-Mumbai-5229247_600_800.jpg
2BHK Multistorey Apartment for Rent in Bhoomi Enclave at Mahavir Nagar Kandivali West,"50,000",1050 12800,2,2,Semi-Furnished,,7,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Mahavir Nagar Kandivali West, Mumbai for 50,000",
1BHK Multistorey Apartment for Rent in Sai Radha Complex at Bhandup West,"30,000",712 12800,1,2,Unfurnished,,17,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 30,000",2019/06/06/Project-Photo-6-Sai-Radha-Complex-Mumbai-5091405_5760_3840.jpg
2BHK Multistorey Apartment for Rent in Mahavir Nagar Kandivali West,"40,000",1050 12800,2,2,Unfurnished,,4,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Mahavir Nagar Kandivali West, Mumbai for 40,000",
1BHK Multistorey Apartment for Rent in Mayuresh Srishti at Bhandup West,"29,000",710 12800,1,2,Furnished,,5,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 29,000",Project-Photo-4-Mayuresh-Srishti-Mumbai-5040765_1296_972.JPEG
1BHK Multistorey Apartment for Rent in Bhakti Park at Wadala,"38,000",600 12800,1,2,Semi-Furnished,,3,,North,,Rent,Apartment,Mumbai,2013,F,"1 BHK, Multistorey Apartment is available for Rent in Wadala, Mumbai for 38,000",Project-Photo-7-Bhakti-Park-Mumbai-5029935_1632_1224.JPEG
2BHK Multistorey Apartment for Rent in Ajmera Zeon at Wadala,1.1 Lac,1200 12800,2,2,Semi-Furnished,,15,,North,Main Road,Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Wadala, Mumbai for 1.10 Lac(s)",2023/08/10/Project-Photo-31-Ajmera-Zeon-Mumbai-5024000_2000_1500.jpg
3BHK Multistorey Apartment for Rent in Dosti Acres at Wadala,"85,000",1200 12800,3,3,Semi-Furnished,,5,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2013,F,"3 BHK, Multistorey Apartment is available for Rent in Wadala, Mumbai for 85,000",Project-Photo-24-Dosti-Acres-Mumbai-5001026_1296_972.JPEG
1BHK Multistorey Apartment for Rent in Wildwood Park II at Andheri West,"37,500",585 12800,1,2,Semi-Furnished,,1,,West,Garden/Park,Rent,Apartment,Mumbai,1995,F,"1 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 37,500",
3BHK Residential House for Rent in Seven Bungalows,"70,000",1500 12800,3,2,Unfurnished,2,1,,East,"Garden/Park, Main Road",Rent,Residential House,Mumbai,1995,F,"3 BHK, Residential House is available for Rent in Seven Bungalows, Mumbai for 70,000",
2BHK Multistorey Apartment for Rent in Seven Bungalows,"69,500",1500 12800,2,2,Unfurnished,2,1,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1995,F,"2 BHK, Multistorey Apartment is available for Rent in Seven Bungalows, Mumbai for 69,500",
1BHK Multistorey Apartment for Rent in Supreme Willows at Charkop Gaon,"28,000",750 12800,1,2,Unfurnished,1,4,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"1 BHK, Multistorey Apartment is available for Rent in Charkop Gaon, Mumbai for 28,000",
2BHK Multistorey Apartment for Rent in Avirahi Heights at Jankalyan Nagar,"34,000",1050 12800,2,2,Unfurnished,,6,,East,,Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Jankalyan Nagar, Mumbai for 34,000",2023/08/01/Project-Photo-13-Avirahi-Heights-Mumbai-5115745_1200_1600.jpg
2BHK Multistorey Apartment for Rent in Bhoomi Park at Jankalyan Nagar,"36,000",950 12800,2,2,Unfurnished,,6,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Jankalyan Nagar, Mumbai for 36,000",2023/08/03/Project-Photo-20-Bhoomi-Park-Mumbai-5001698_1200_1600.jpg
3BHK Multistorey Apartment for Rent in Kamala Shakti Enclave at Jankalyan Nagar,"55,000",1300 12800,3,3,Unfurnished,,10,,East,,Rent,Apartment,Mumbai,1985,F,"3 BHK, Multistorey Apartment is available for Rent in Jankalyan Nagar, Mumbai for 55,000",Project-Photo-4-Kamala-Shakti-Enclave-Mumbai-5059853_1500_2000.jpg
3BHK Multistorey Apartment for Rent in Bhoomi Park at Jankalyan Nagar,"42,000",1150 12800,3,3,Unfurnished,,7,,East,,Rent,Apartment,Mumbai,1985,F,"3 BHK, Multistorey Apartment is available for Rent in Jankalyan Nagar, Mumbai for 42,000",Master-Plan-11-Bhoomi-Park-Mumbai-5001698_1296_972.JPEG
1BHK Multistorey Apartment for Rent in Sundew Swastik Park at Bhandup West,"25,000",620 12800,1,2,Unfurnished,,6,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"1 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 25,000",Project-Photo-1-Sundew-Swastik-Park-Mumbai-5046885_480_1366.jpg
1BHK Multistorey Apartment for Rent in Crystal Armus at Chembur,"40,000",650 12800,1,2,Semi-Furnished,,16,,North - East,,Rent,Apartment,Mumbai,2013,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 40,000",Project-Photo-7-Crystal-Armus-Mumbai-5084787_450_1366.jpg
2BHK Multistorey Apartment for Rent in Hindu Colony Dadar East,"80,000",800 12800,2,2,Furnished,,5,,North,Main Road,Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Hindu Colony Dadar East, Mumbai for 80,000",
2BHK Multistorey Apartment for Rent in Sundew Swastik Park at Bhandup West,"43,000",1200 12800,2,2,Furnished,1,5,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2001,F,"2 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 43,000",Project-Photo-1-Sundew-Swastik-Park-Mumbai-5046885_480_1366.jpg
2BHK Multistorey Apartment for Rent in Seva Samiti CHS Building No 4 at Sion East,"50,000",800 12800,2,2,Unfurnished,,10,,East,Garden/Park,Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Sion East, Mumbai for 50,000",
1BHK Multistorey Apartment for Rent in Colaba,"70,000",800 12800,1,1,Unfurnished,1,3,Freehold,North - East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 70,000",
3BHK Multistorey Apartment for Rent in Oberoi Eternia And Enigma at Mulund West,"90,000",1050 12800,3,3,Semi-Furnished,,8,,East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Mulund West, Mumbai for 90,000",2021/12/20/Project-Photo-52-Eternia-And-Enigma-Mumbai-5074037_500_800.jpg
1BHK Residential House for Rent in Tagore Nagar,"35,000",875 12800,1,1,Unfurnished,1,1,,East,Main Road,Rent,Residential House,Mumbai,2008,F,"1 BHK, Residential House is available for Rent in Tagore Nagar, Mumbai for 35,000",
2BHK Multistorey Apartment for Rent in Churchgate Mansion  at Churchgate,1.2 Lac,None ,2,2,Furnished,,4,,South - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Churchgate, Mumbai for 1.20 Lac(s)",
1BHK Multistorey Apartment for Rent in Colaba,"65,000",None ,1,1,Furnished,1,2,,South - East,"Pool, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 65,000",
1BHK Multistorey Apartment for Rent in Colaba,1 Lac,None ,1,2,Furnished,,5,,North - East,"Pool, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 1.0 Lac(s)",
1BHK Multistorey Apartment for Rent in Geeta Bhawan at Breach Candy,1 Lac,None ,1,2,Furnished,,5,,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Breach Candy, Mumbai for 1.0 Lac(s)",
2BHK Multistorey Apartment for Rent in Colaba,"90,000",1100 12800,2,2,Unfurnished,2,5,,North - East,Garden/Park,Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 90,000",
2BHK Multistorey Apartment for Rent in Acme Avenue at Charkop Industrial Estate,"38,000",1066 12800,2,2,Unfurnished,,11,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Charkop Industrial Estate, Mumbai for 38,000",Project-Photo-28-Acme-Avenue-Mumbai-5024118_600_800.jpg
1BHK Multistorey Apartment for Rent in Rustomjee Meridian at Charkop Industrial Estate,"30,000",750 12800,1,2,Unfurnished,,12,,East,Main Road,Rent,Apartment,Mumbai,1985,F,"1 BHK, Multistorey Apartment is available for Rent in Charkop Industrial Estate, Mumbai for 30,000",Project-Photo-3-Rustomjee-Meridian-Mumbai-5030237_415_654.jpg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,"53,000",1016 12800,2,2,Semi-Furnished,,29,,North - East,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg East, Mumbai for 53,000",68505197_2_.jpeg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,"54,000",1016 12800,2,2,Semi-Furnished,,24,,North - West,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg East, Mumbai for 54,000",68505173_4_.jpeg
1BHK Multistorey Apartment for Rent in Rock Avenue at Hindustan Naka Kandivali,"30,000",650 12800,1,2,Furnished,,6,,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1985,F,"1 BHK, Multistorey Apartment is available for Rent in Hindustan Naka Kandivali, Mumbai for 30,000",Project-Photo-13-Rock-Avenue-Mumbai-5056091_972_1296.JPEG
2BHK Multistorey Apartment for Rent in Rustomjee Meridian at Charkop Industrial Estate,"38,000",1050 12800,2,2,Unfurnished,,7,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1985,F,"2 BHK, Multistorey Apartment is available for Rent in Charkop Industrial Estate, Mumbai for 38,000",2023/08/09/Project-Photo-29-Rustomjee-Meridian-Mumbai-5030237_960_1280.jpg
2BHK Multistorey Apartment for Rent in Kanakia Silicon Valley at Powai,"65,500",870 12800,2,2,Semi-Furnished,,19,,North - West,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Powai, Mumbai for 65,500",2022/07/27/Project-Photo-7-Kanakia-Silicon-Valley-Mumbai-5136411_850_1200.jpg
3BHK Multistorey Apartment for Rent in Acme Avenue at Charkop Industrial Estate,"55,000",1430 12800,3,3,Unfurnished,,12,,West,Main Road,Rent,Apartment,Mumbai,1985,F,"3 BHK, Multistorey Apartment is available for Rent in Charkop Industrial Estate, Mumbai for 55,000",Project-Photo-37-Acme-Avenue-Mumbai-5024118_345_1366.jpg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,"52,500",1016 12800,2,2,Semi-Furnished,,24,,North - West,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg East, Mumbai for 52,500",68505245_5_.jpeg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,"63,000",1113 12800,2,2,Semi-Furnished,,19,,North - West,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg East, Mumbai for 63,000",2022/09/21/Project-Photo-67-Runwal-Bliss-Mumbai-5073404_600_800.jpg
2BHK Multistorey Apartment for Rent in Wadhwa The Address at Ghatkopar West,"69,000",925 12800,2,2,Furnished,,13,,North - East,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Ghatkopar West, Mumbai for 69,000",68648081_3_apture9.jpg
2BHK Multistorey Apartment for Rent in Wadhwa The Address at Ghatkopar West,"70,000",975 12800,2,2,Furnished,,16,,North - West,Garden/Park,Rent,Apartment,Mumbai,2016,F,"2 BHK, Multistorey Apartment is available for Rent in Ghatkopar West, Mumbai for 70,000",68648335_3_apture3.jpg
2BHK Multistorey Apartment for Rent in Lords Nahur at Bhandup West,"32,000",960 12800,2,2,Unfurnished,1,,,North - East,"Pool, Garden/Park",Rent,Apartment,Mumbai,2001,F,"2 BHK, Multistorey Apartment is available for Rent in Bhandup West, Mumbai for 32,000",58909119_12_PropertyImage1641806277582.jpg
2BHK Multistorey Apartment for Rent in Shraddha Pinnacle  at Vikhroli East,"40,000",975 12800,2,2,Semi-Furnished,,18,,East,Main Road,Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Vikhroli East, Mumbai for 40,000",67367823_10_1685877956123-58911.jpg
2BHK Multistorey Apartment for Rent in Raheja Acropolis at Deonar Govandi East,"75,000",1050 12800,2,2,Furnished,1,15,,North - East,Garden/Park,Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Deonar Govandi East, Mumbai for 75,000",65231605_11_hatsAppImage20230120at2.33.23PM2.jpeg
2BHK Multistorey Apartment for Rent in Runwal Bliss at Kanjurmarg East,"40,000",540 12800,2,2,Unfurnished,,33,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg East, Mumbai for 40,000",65850041_7_1677579678405-4637.jpg
2BHK Multistorey Apartment for Rent in Bhoomi Park at Malad West,"40,000",950 12800,2,2,Unfurnished,,11,Co-operative Society,East,Main Road,Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 40,000",67101469_2_PropertyImage607-2879395374414.jpg
2BHK Multistorey Apartment for Rent in Bhoomi Park at Malad West,"45,000",955 12800,2,2,Furnished,,10,Co-operative Society,East,"Pool, Garden/Park",Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 45,000",67364133_4_PropertyImage546-066440454285.jpg
2BHK Multistorey Apartment for Rent in Shraddha Pinnacle at Vikhroli East,"36,000",851 12800,2,2,Semi-Furnished,,13,,East,Main Road,Rent,Apartment,Mumbai,2008,F,"2 BHK, Multistorey Apartment is available for Rent in Vikhroli East, Mumbai for 36,000",67228059_2_1685051535188-3541.jpg
2BHK Multistorey Apartment for Rent in Raheja Interface Heights at Malad West,"72,000",1150 12800,2,2,Furnished,3,9,Co-operative Society,West,Garden/Park,Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 72,000",67954539_11_PropertyImage963-5386754701664.jpg
3BHK Multistorey Apartment for Rent in Sagar Sangeet at Colaba,2 Lac,1450 12800,3,3,Furnished,2,5,,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Colaba, Mumbai for 2.0 Lac(s)",67822051_8_PropertyImage827-4654166445058.jpg
2BHK Multistorey Apartment for Rent in Sheth Beaumonte at Sion East,1.1 Lac,1200 12800,2,3,Semi-Furnished,,,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2013,F,"2 BHK, Multistorey Apartment is available for Rent in Sion East, Mumbai for 1.10 Lac(s)",60348791_1_PropertyImage1679311067823.jpg
3BHK Multistorey Apartment for Rent in Santacruz East,"71,000",1400 12800,3,2,Semi-Furnished,,11,,West,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Santacruz East, Mumbai for 71,000",65135569_6_PropertyImage849-1749724187819.jpg
2BHK Multistorey Apartment for Rent in Andheri West,"75,000",720 12800,2,2,Furnished,1,2,,West,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 75,000",65071119_3_hatsAppImage20230109at12.18.212.jpeg
2BHK Multistorey Apartment for Rent in Bhoomi Park at Malad West,"38,000",950 12800,2,2,Semi-Furnished,,6,Co-operative Society,East,Garden/Park,Rent,Apartment,Mumbai,2000,F,"2 BHK, Multistorey Apartment is available for Rent in Malad West, Mumbai for 38,000",66771665_1_PropertyImage522-7775839491136.jpg
